iter	Passed	Remaining
451	839	1017
452	840	1015
453	842	1012
454	843	1010
455	845	1008
456	846	1005
457	847	1003
458	849	1000
459	850	998
460	852	996
461	853	994
462	854	991
463	856	989
464	857	987
465	859	984
466	860	981
467	861	979
468	862	977
469	864	974
470	866	972
471	867	970
472	868	967
473	869	965
474	871	963
475	873	961
476	874	959
477	876	956
478	878	955
479	879	952
480	880	950
481	882	948
482	883	945
483	885	943
484	886	941
485	888	939
486	889	937
487	891	935
488	893	933
489	894	931
490	896	929
491	897	926
492	899	924
493	900	922
494	902	920
495	903	918
496	904	915
497	906	913
498	907	911
499	909	909
500	910	906
501	911	904
502	913	902
503	914	899
504	915	897
505	917	895
506	918	892
507	919	890
508	920	888
509	922	886
510	923	883
511	925	881
512	926	879
513	928	877
514	929	875
515	931	873
516	932	871
517	933	868
518	935	866
519	936	864
520	938	862
521	939	860
522	940	857
523	941	855
524	943	853
525	944	851
526	946	849
527	947	847
528	949	845
529	952	844
530	954	842
531	955	840
532	956	838
533	958	836
534	959	834
535	960	831
536	962	829
537	963	827
538	965	825
539	966	823
540	967	820
541	968	818
542	970	816
543	971	814
544	973	812
545	974	810
546	975	808
547	977	805
548	978	804
549	980	801
550	981	800
551	983	798
552	985	796
553	986	794
554	988	792
555	989	790
556	991	788
557	992	786
558	993	783
559	995	781
560	996	779
561	997	777
562	999	775
563	1001	773
564	1002	771
565	1003	769
566	1005	767
567	1006	765
568	1008	763
569	1009	761
570	1011	759
571	1012	757
572	1013	755
573	1015	753
574	1016	751
575	1017	749
576	1019	747
577	1020	745
578	1022	743
579	1023	740
580	1024	738
581	1025	736
582	1027	735
583	1029	733
584	1030	731
585	1032	729
586	1033	727
587	1034	725
588	1036	723
589	1038	721
590	1039	719
591	1040	717
592	1042	715
593	1043	713
594	1045	711
595	1046	709
596	1047	707
597	1048	705
598	1050	703
599	1051	700
600	1052	698
601	1054	696
602	1055	695
603	1057	693
604	1058	691
605	1059	689
606	1061	687
607	1062	685
608	1064	683
609	1065	681
610	1066	679
611	1068	677
612	1069	675
613	1071	673
614	1072	671
615	1073	669
616	1075	667
617	1076	665
618	1078	663
619	1079	661
620	1081	659
621	1082	657
622	1083	655
623	1085	653
624	1086	652
625	1088	650
626	1089	648
627	1090	646
628	1091	644
629	1094	642
630	1095	640
631	1096	638
632	1098	636
633	1099	634
634	1101	632
635	1102	631
636	1103	628
637	1105	627
638	1106	625
639	1108	623
640	1109	621
641	1111	619
642	1112	617
643	1114	615
644	1115	614
645	1116	612
646	1118	610
647	1119	608
648	1120	606
649	1122	604
650	1123	602
651	1124	600
652	1126	598
653	1127	596
654	1129	594
655	1130	593
656	1132	591
657	1133	589
658	1134	587
659	1135	585
660	1137	583
661	1138	581
662	1139	579
663	1141	577
664	1142	575
665	1143	573
666	1145	571
667	1146	569
668	1148	567
669	1149	566
670	1150	564
671	1152	562
672	1153	560
673	1154	558
674	1156	556
675	1157	554
676	1158	552
677	1160	550
678	1161	549
679	1162	547
680	1164	545
681	1165	543
682	1166	541
683	1168	539
684	1169	537
685	1171	536
686	1172	534
687	1173	532
688	1175	530
689	1176	528
690	1177	526
691	1178	524
692	1180	522
693	1181	521
694	1183	519
695	1184	517
696	1186	515
697	1187	513
698	1188	511
699	1189	509
700	1191	508
701	1192	506
702	1194	504
703	1195	502
704	1196	500
705	1198	499
706	1199	497
707	1201	495
708	1202	493
709	1204	491
710	1205	489
711	1206	488
712	1207	486
713	1209	484
714	1211	482
715	1212	481
716	1213	479
717	1214	477
718	1216	475
719	1217	473
720	1219	471
721	1220	469
722	1221	467
723	1223	466
724	1224	464
725	1226	462
726	1227	460
727	1228	459
728	1230	457
729	1232	455
730	1233	453
731	1235	452
732	1236	450
733	1237	448
734	1239	446
735	1240	445
736	1242	443
737	1243	441
738	1244	439
739	1245	437
740	1247	435
741	1248	434
742	1249	432
743	1251	430
744	1252	428
745	1254	426
746	1255	425
747	1256	423
748	1257	421
749	1259	419
750	1261	418
751	1262	416
752	1263	414
753	1264	412
754	1266	411
755	1268	409
756	1269	407
757	1270	405
758	1272	404
759	1273	402
760	1275	400
761	1276	398
762	1278	397
763	1280	395
764	1281	393
765	1282	391
766	1283	389
767	1285	388
768	1287	386
769	1288	384
770	1290	383
771	1291	381
772	1293	379
773	1294	377
774	1296	376
775	1297	374
776	1298	372
777	1300	371
778	1301	369
779	1303	367
780	1305	365
781	1306	364
782	1308	362
783	1309	360
784	1311	359
785	1312	357
786	1314	355
787	1316	354
788	1317	352
789	1319	350
790	1320	348
791	1322	347
792	1323	345
793	1325	343
794	1326	342
795	1328	340
796	1329	338
797	1330	336
798	1332	335
799	1333	333
800	1335	331
801	1337	330
802	1338	328
803	1340	326
804	1341	325
805	1343	323
806	1344	321
807	1346	319
808	1347	318
809	1349	316
810	1350	314
811	1352	313
812	1353	311
813	1355	309
814	1356	307
815	1358	306
816	1360	304
817	1362	303
818	1363	301
819	1364	299
820	1366	297
821	1367	296
822	1369	294
823	1370	292
824	1372	291
825	1374	289
826	1375	287
827	1376	285
828	1378	284
829	1379	282
830	1381	280
831	1383	279
832	1384	277
833	1386	275
834	1388	274
835	1389	272
836	1391	270
837	1392	269
838	1394	267
839	1395	265
840	1397	264
841	1398	262
842	1400	260
843	1401	259
844	1402	257
845	1404	255
846	1405	253
847	1407	252
848	1408	250
849	1409	248
850	1410	247
851	1412	245
852	1414	243
853	1415	242
854	1416	240
855	1418	238
856	1420	236
857	1421	235
858	1422	233
859	1424	231
860	1425	230
861	1427	228
862	1428	226
863	1429	225
864	1431	223
865	1433	221
866	1434	220
867	1436	218
868	1438	216
869	1439	215
870	1440	213
871	1441	211
872	1443	210
873	1445	208
874	1446	206
875	1447	204
876	1449	203
877	1451	201
878	1452	199
879	1453	198
880	1455	196
881	1457	194
882	1458	193
883	1459	191
884	1460	189
885	1462	188
886	1464	186
887	1465	184
888	1466	183
889	1468	181
890	1470	179
891	1471	178
892	1472	176
893	1474	174
894	1476	173
895	1477	171
896	1478	169
897	1480	168
898	1482	166
899	1483	164
900	1484	163
901	1485	161
902	1487	159
903	1488	158
904	1490	156
905	1491	154
906	1492	153
907	1493	151
908	1495	149
909	1496	147
910	1497	146
911	1498	144
912	1500	142
913	1502	141
914	1503	139
915	1505	138
916	1506	136
917	1507	134
918	1509	133
919	1510	131
920	1512	129
921	1513	128
922	1514	126
923	1515	124
924	1517	123
925	1519	121
926	1520	119
927	1521	118
928	1522	116
929	1524	114
930	1525	113
931	1526	111
932	1528	109
933	1529	108
934	1531	106
935	1532	104
936	1534	103
937	1535	101
938	1536	99
939	1538	98
940	1539	96
941	1540	94
942	1541	93
943	1543	91
944	1544	89
945	1545	88
946	1546	86
947	1548	84
948	1549	83
949	1550	81
950	1552	79
951	1553	78
952	1554	76
953	1556	75
954	1557	73
955	1558	71
956	1560	70
957	1562	68
958	1563	66
959	1565	65
960	1566	63
961	1567	61
962	1569	60
963	1570	58
964	1571	56
965	1573	55
966	1574	53
967	1575	52
968	1576	50
969	1577	48
970	1579	47
971	1580	45
972	1581	43
973	1582	42
974	1583	40
975	1585	38
976	1587	37
977	1588	35
978	1590	34
979	1591	32
980	1593	30
981	1594	29
982	1595	27
983	1596	25
984	1598	24
985	1599	22
986	1601	21
987	1602	19
988	1603	17
989	1605	16
990	1606	14
991	1607	12
992	1609	11
993	1610	9
994	1611	8
995	1613	6
996	1614	4
997	1615	3
998	1617	1
999	1618	0
